Kod;Województwo;Powiat;Gmina;
00-001;mazowieckie;Warszawa;Warszawa;
05-070;mazowieckie;miński;Sulejówek;
05-071;mazowieckie;miński;Sulejówek;
05-074;mazowieckie;miński;Halinów;
05-079;mazowieckie;miński;Halinów;
05-080;mazowieckie;warszawski zachodni;Izabelin;
05-082;mazowieckie;warszawski zachodni;Stare Babice;
05-083;mazowieckie;warszawski zachodni;Leszno;
05-084;mazowieckie;warszawski zachodni;Leszno;
05-085;mazowieckie;warszawski zachodni;Kampinos;
05-088;mazowieckie;sochaczewski;Brochów;
05-090;mazowieckie;pruszkowski;Raszyn;
05-091;mazowieckie;wołomiński;Ząbki;
05-092;mazowieckie;warszawski zachodni;Łomianki;
05-100;mazowieckie;nowodworski;Nowy Dwór Mazowiecki;
05-101;mazowieckie;nowodworski;Nowy Dwór Mazowiecki;
05-102;mazowieckie;nowodworski;Nowy Dwór Mazowiecki;
05-110;mazowieckie;legionowski;Jabłonna;
05-119;mazowieckie;legionowski;Legionowo;
05-120;mazowieckie;legionowski;Legionowo;
05-123;mazowieckie;legionowski;Jabłonna;
05-124;mazowieckie;legionowski;Wieliszew;
05-126;mazowieckie;legionowski;Nieporęt;
05-130;mazowieckie;legionowski;Nieporęt;
05-131;mazowieckie;legionowski;Serock;
05-135;mazowieckie;legionowski;Wieliszew;
05-140;mazowieckie;legionowski;Serock;
05-152;mazowieckie;nowodworski;Czosnów;
05-155;mazowieckie;nowodworski;Leoncin;
05-160;mazowieckie;nowodworski;Nowy Dwór Mazowiecki;
05-170;mazowieckie;nowodworski;Zakroczym;
05-180;mazowieckie;nowodworski;Pomiechówek;
05-190;mazowieckie;nowodworski;Nasielsk;
05-191;mazowieckie;nowodworski;Nasielsk;
05-192;mazowieckie;płoński;Nowe Miasto;
05-200;mazowieckie;wołomiński;Wołomin;
05-205;mazowieckie;wołomiński;Klembów;
05-220;mazowieckie;wołomiński;Zielonka;
05-230;mazowieckie;wołomiński;Kobyłka;
05-240;mazowieckie;wołomiński;Tłuszcz;
05-250;mazowieckie;wołomiński;Radzymin;
05-252;mazowieckie;wołomiński;Dąbrówka;
05-254;mazowieckie;wołomiński;Dąbrówka;
05-255;mazowieckie;wołomiński;Radzymin;
05-270;mazowieckie;wołomiński;Marki;
05-280;mazowieckie;wołomiński;Jadów;
05-281;mazowieckie;wołomiński;Jadów;
05-282;mazowieckie;wołomiński;Strachówka;
05-303;mazowieckie;miński;Mińsk Mazowiecki;
05-304;mazowieckie;miński;Stanisławów;
05-306;mazowieckie;miński;Jakubów;
05-307;mazowieckie;miński;Dobre;
05-310;mazowieckie;miński;Kałuszyn;
05-311;mazowieckie;miński;Dębe Wielkie;
05-317;mazowieckie;miński;Mrozy;
05-319;mazowieckie;miński;Cegłów;
05-320;mazowieckie;miński;Mrozy;
05-326;mazowieckie;wołomiński;Poświętne;
05-332;mazowieckie;miński;Siennica;
05-334;mazowieckie;miński;Latowicz;
05-340;mazowieckie;otwocki;Kołbiel;
05-400;mazowieckie;otwocki;Otwock;
05-402;mazowieckie;otwocki;Otwock;
05-408;mazowieckie;otwocki;Wiązowna;
05-430;mazowieckie;otwocki;Celestynów;
05-462;mazowieckie;otwocki;Wiązowna;
05-480;mazowieckie;otwocki;Karczew;
05-500;mazowieckie;piaseczyński;Piaseczno;
05-501;mazowieckie;piaseczyński;Lesznowola;
05-502;mazowieckie;piaseczyński;Piaseczno;
05-503;mazowieckie;piaseczyński;Piaseczno;
05-504;mazowieckie;piaseczyński;Piaseczno;
05-505;mazowieckie;piaseczyński;Prażmów;
05-506;mazowieckie;piaseczyński;Lesznowola;
05-510;mazowieckie;piaseczyński;Konstancin-Jeziorna;
05-520;mazowieckie;piaseczyński;Konstancin-Jeziorna;
05-530;mazowieckie;piaseczyński;Góra Kalwaria;
05-532;mazowieckie;piaseczyński;Góra Kalwaria;
05-540;mazowieckie;piaseczyński;Prażmów;
05-552;mazowieckie;piaseczyński;Lesznowola;
05-555;mazowieckie;piaseczyński;Tarczyn;
05-600;mazowieckie;grójecki;Grójec;
05-604;mazowieckie;grójecki;Jasieniec;
05-610;mazowieckie;grójecki;Goszczyn;
05-620;mazowieckie;grójecki;Błędów;
05-622;mazowieckie;grójecki;Belsk Duży;
05-640;mazowieckie;grójecki;Mogielnica;
05-650;mazowieckie;grójecki;Chynów;
05-652;mazowieckie;grójecki;Pniewy;
05-660;mazowieckie;grójecki;Warka;
05-800;mazowieckie;pruszkowski;Pruszków;
05-802;mazowieckie;pruszkowski;Pruszków;
05-803;mazowieckie;pruszkowski;Pruszków;
05-804;mazowieckie;pruszkowski;Pruszków;
05-805;mazowieckie;pruszkowski;Brwinów;
05-806;mazowieckie;pruszkowski;Michałowice;
05-807;mazowieckie;grodziski;Podkowa Leśna;
05-808;mazowieckie;pruszkowski;Brwinów;
05-816;mazowieckie;pruszkowski;Michałowice;
05-820;mazowieckie;pruszkowski;Michałowice;
05-822;mazowieckie;grodziski;Milanówek;
05-825;mazowieckie;grodziski;Grodzisk Mazowiecki;
05-830;mazowieckie;pruszkowski;Nadarzyn;
05-831;mazowieckie;pruszkowski;Nadarzyn;
05-840;mazowieckie;pruszkowski;Brwinów;
05-850;mazowieckie;warszawski zachodni;Ożarów Mazowiecki;
05-860;mazowieckie;warszawski zachodni;Ożarów Mazowiecki;
05-870;mazowieckie;warszawski zachodni;Błonie;
06-100;mazowieckie;pułtuski;Pułtusk;
06-102;mazowieckie;pułtuski;Pułtusk;
06-114;mazowieckie;pułtuski;Pokrzywnica;
06-120;mazowieckie;pułtuski;Winnica;
06-121;mazowieckie;pułtuski;Pokrzywnica;
06-124;mazowieckie;pułtuski;Gzy;
06-126;mazowieckie;pułtuski;Gzy;
06-141;mazowieckie;pułtuski;Winnica;
06-150;mazowieckie;pułtuski;Świercze;
06-200;mazowieckie;makowski;Maków Mazowiecki;
06-210;mazowieckie;makowski;Płoniawy-Bramura;
06-211;mazowieckie;makowski;Płoniawy-Bramura;
06-212;mazowieckie;makowski;Krasnosielc;
06-213;mazowieckie;makowski;Sypniewo;
06-214;mazowieckie;makowski;Krasnosielc;
06-216;mazowieckie;makowski;Sypniewo;
06-220;mazowieckie;makowski;Szelków;
06-225;mazowieckie;makowski;Rzewnie;
06-230;mazowieckie;makowski;Różan;
06-231;mazowieckie;makowski;Młynarze;
06-232;mazowieckie;makowski;Czerwonka;
06-300;mazowieckie;przasnyski;Przasnysz;
06-316;mazowieckie;przasnyski;Krzynowłoga Mała;
06-320;mazowieckie;ostrołęcki;Baranowo;
06-323;mazowieckie;przasnyski;Jednorożec;
06-330;mazowieckie;przasnyski;Chorzele;
06-333;mazowieckie;przasnyski;Chorzele;
06-400;mazowieckie;ciechanowski;Ciechanów;
06-404;mazowieckie;ciechanowski;Opinogóra Górna;
06-405;mazowieckie;przasnyski;Krasne;
06-406;mazowieckie;ciechanowski;Opinogóra Górna;
06-407;mazowieckie;ciechanowski;Opinogóra Górna;
06-408;mazowieckie;przasnyski;Krasne;
06-410;mazowieckie;ciechanowski;Ciechanów;
06-413;mazowieckie;ciechanowski;Ciechanów;
06-415;mazowieckie;przasnyski;Czernice Borowe;
06-420;mazowieckie;ciechanowski;Gołymin-Ośrodek;
06-425;mazowieckie;makowski;Karniewo;
06-430;mazowieckie;ciechanowski;Sońsk;
06-440;mazowieckie;ciechanowski;Sońsk;
06-445;mazowieckie;mławski;Strzegowo;
06-450;mazowieckie;ciechanowski;Glinojeck;
06-452;mazowieckie;ciechanowski;Glinojeck;
06-455;mazowieckie;ciechanowski;Glinojeck;
06-456;mazowieckie;ciechanowski;Ojrzeń;
06-458;mazowieckie;mławski;Strzegowo;
06-460;mazowieckie;ciechanowski;Grudusk;
06-461;mazowieckie;ciechanowski;Regimin;
06-500;mazowieckie;mławski;Mława;
06-513;mazowieckie;mławski;Wieczfnia Kościelna;
06-516;mazowieckie;mławski;Szydłowo;
06-520;mazowieckie;mławski;Dzierzgowo;
06-521;mazowieckie;mławski;Wiśniewo;
06-522;mazowieckie;mławski;Strzegowo;
06-540;mazowieckie;mławski;Radzanów;
06-544;mazowieckie;mławski;Lipowiec Kościelny;
06-545;mazowieckie;mławski;Lipowiec Kościelny;
06-550;mazowieckie;mławski;Szreńsk;
06-560;mazowieckie;mławski;Stupsk;
06-561;mazowieckie;mławski;Stupsk;
07-100;mazowieckie;węgrowski;Węgrów;
07-104;mazowieckie;węgrowski;Stoczek;
07-106;mazowieckie;węgrowski;Miedzna;
07-110;mazowieckie;węgrowski;Grębków;
07-111;mazowieckie;węgrowski;Wierzbno;
07-120;mazowieckie;węgrowski;Korytnica;
07-130;mazowieckie;węgrowski;Łochów;
07-132;mazowieckie;węgrowski;Łochów;
07-140;mazowieckie;węgrowski;Sadowne;
07-200;mazowieckie;wyszkowski;Wyszków;
07-201;mazowieckie;wyszkowski;Wyszków;
07-202;mazowieckie;wyszkowski;Wyszków;
07-203;mazowieckie;wyszkowski;Somianka;
07-205;mazowieckie;wyszkowski;Rząśnik;
07-206;mazowieckie;wyszkowski;Somianka;
07-207;mazowieckie;wyszkowski;Rząśnik;
07-210;mazowieckie;wyszkowski;Długosiodło;
07-211;mazowieckie;wyszkowski;Długosiodło;
07-214;mazowieckie;pułtuski;Zatory;
07-215;mazowieckie;pułtuski;Obryte;
07-217;mazowieckie;pułtuski;Zatory;
07-221;mazowieckie;wyszkowski;Brańszczyk;
07-230;mazowieckie;wyszkowski;Zabrodzie;
07-300;mazowieckie;ostrowski;Ostrów Mazowiecka;
07-302;mazowieckie;ostrowski;Ostrów Mazowiecka;
07-303;mazowieckie;ostrowski;Stary Lubotyń;
07-304;mazowieckie;ostrowski;Ostrów Mazowiecka;
07-305;mazowieckie;ostrowski;Andrzejewo;
07-306;mazowieckie;ostrowski;Brok;
07-308;mazowieckie;ostrowski;Ostrów Mazowiecka;
07-310;mazowieckie;ostrowski;Ostrów Mazowiecka;
07-311;mazowieckie;ostrowski;Wąsewo;
07-319;mazowieckie;ostrowski;Małkinia Górna;
07-320;mazowieckie;ostrowski;Małkinia Górna;
07-322;mazowieckie;ostrowski;Nur;
07-323;mazowieckie;ostrowski;Zaręby Kościelne;
07-324;mazowieckie;ostrowski;Szulborze Wielkie;
07-325;mazowieckie;ostrowski;Boguty-Pianki;
07-401;mazowieckie;Ostrołęka;Ostrołęka;
07-402;mazowieckie;ostrołęcki;Lelis;
07-405;mazowieckie;ostrołęcki;Troszyn;
07-407;mazowieckie;ostrołęcki;Czerwin;
07-409;mazowieckie;Ostrołęka;Ostrołęka;
07-410;mazowieckie;Ostrołęka;Ostrołęka;
07-411;mazowieckie;ostrołęcki;Rzekuń;
07-415;mazowieckie;ostrołęcki;Olszewo-Borki;
07-416;mazowieckie;ostrołęcki;Olszewo-Borki;
07-417;mazowieckie;Ostrołęka;Ostrołęka;
07-420;mazowieckie;ostrołęcki;Kadzidło;
07-430;mazowieckie;ostrołęcki;Myszyniec;
07-431;mazowieckie;ostrołęcki;Czarnia;
07-436;mazowieckie;ostrołęcki;Łyse;
07-437;mazowieckie;ostrołęcki;Łyse;
07-438;mazowieckie;ostrołęcki;Łyse;
07-440;mazowieckie;ostrołęcki;Goworowo;
08-101;mazowieckie;Siedlce;Siedlce;
08-103;mazowieckie;siedlecki;Siedlce;
08-104;mazowieckie;siedlecki;Suchożebry;
08-106;mazowieckie;siedlecki;Zbuczyn;
08-107;mazowieckie;siedlecki;Paprotnia;
08-108;mazowieckie;siedlecki;Korczew;
08-109;mazowieckie;siedlecki;Przesmyki;
08-110;mazowieckie;Siedlce;Siedlce;
08-111;mazowieckie;siedlecki;Zbuczyn;
08-112;mazowieckie;siedlecki;Wiśniew;
08-113;mazowieckie;siedlecki;Domanice;
08-114;mazowieckie;siedlecki;Skórzec;
08-116;mazowieckie;siedlecki;Wodynie;
08-117;mazowieckie;siedlecki;Wodynie;
08-119;mazowieckie;Siedlce;Siedlce;
08-122;mazowieckie;siedlecki;Kotuń;
08-124;mazowieckie;siedlecki;Mokobody;
08-125;mazowieckie;siedlecki;Suchożebry;
08-130;mazowieckie;siedlecki;Kotuń;
08-140;mazowieckie;siedlecki;Mordy;
08-200;mazowieckie;łosicki;Łosice;
08-205;mazowieckie;łosicki;Stara Kornica;
08-206;mazowieckie;łosicki;Huszlew;
08-207;mazowieckie;łosicki;Olszanka;
08-210;mazowieckie;łosicki;Platerów;
08-220;mazowieckie;łosicki;Sarnaki;
08-221;mazowieckie;łosicki;Sarnaki;
08-300;mazowieckie;sokołowski;Sokołów Podlaski;
08-304;mazowieckie;sokołowski;Jabłonna Lacka;
08-307;mazowieckie;sokołowski;Repki;
08-311;mazowieckie;sokołowski;Bielany;
08-320;mazowieckie;sokołowski;Sterdyń;
08-322;mazowieckie;sokołowski;Ceranów;
08-330;mazowieckie;sokołowski;Kosów Lacki;
08-331;mazowieckie;sokołowski;Sabnie;
08-400;mazowieckie;garwoliński;Garwolin;
08-404;mazowieckie;garwoliński;Górzno;
08-410;mazowieckie;garwoliński;Garwolin;
08-412;mazowieckie;garwoliński;Borowie;
08-420;mazowieckie;garwoliński;Miastków Kościelny;
08-430;mazowieckie;garwoliński;Żelechów;
08-440;mazowieckie;garwoliński;Pilawa;
08-441;mazowieckie;garwoliński;Parysów;
08-443;mazowieckie;otwocki;Sobienie-Jeziory;
08-445;mazowieckie;otwocki;Osieck;
08-450;mazowieckie;garwoliński;Łaskarzew;
08-455;mazowieckie;garwoliński;Trojanów;
08-460;mazowieckie;garwoliński;Sobolew;
08-470;mazowieckie;garwoliński;Wilga;
08-480;mazowieckie;garwoliński;Maciejowice;
08-500;lubelskie;rycki;Ryki;
08-503;lubelskie;rycki;Nowodwór;
08-504;lubelskie;rycki;Ułęż;
08-530;lubelskie;rycki;Dęblin;
08-540;lubelskie;rycki;Stężyca;
08-550;lubelskie;rycki;Kłoczew;
09-100;mazowieckie;płoński;Płońsk;
09-110;mazowieckie;płoński;Sochocin;
09-120;mazowieckie;płoński;Nowe Miasto;
09-130;mazowieckie;płoński;Baboszewo;
09-131;mazowieckie;płoński;Joniec;
09-134;mazowieckie;żuromiński;Siemiątkowo;
09-135;mazowieckie;żuromiński;Siemiątkowo;
09-136;mazowieckie;płoński;Raciąż;
09-138;mazowieckie;płoński;Raciąż;
09-140;mazowieckie;płoński;Raciąż;
09-141;mazowieckie;płoński;Załuski;
09-142;mazowieckie;płoński;Załuski;
09-150;mazowieckie;płoński;Czerwińsk nad Wisłą;
09-151;mazowieckie;płoński;Czerwińsk nad Wisłą;
09-152;mazowieckie;płoński;Naruszewo;
09-162;mazowieckie;płoński;Naruszewo;
09-164;mazowieckie;płoński;Dzierzążnia;
09-166;mazowieckie;płoński;Raciąż;
09-200;mazowieckie;sierpecki;Sierpc;
09-204;mazowieckie;sierpecki;Rościszewo;
09-209;mazowieckie;płocki;Drobin;
09-210;mazowieckie;płocki;Drobin;
09-212;mazowieckie;sierpecki;Sierpc;
09-213;mazowieckie;sierpecki;Gozdowo;
09-214;mazowieckie;sierpecki;Mochowo;
09-216;mazowieckie;sierpecki;Szczutowo;
09-226;mazowieckie;sierpecki;Zawidz;
09-227;mazowieckie;sierpecki;Szczutowo;
09-228;mazowieckie;sierpecki;Mochowo;
09-230;mazowieckie;płocki;Bielsk;
09-300;mazowieckie;żuromiński;Żuromin;
09-303;mazowieckie;żuromiński;Lubowidz;
09-304;mazowieckie;żuromiński;Lubowidz;
09-310;mazowieckie;żuromiński;Kuczbork-Osada;
09-317;mazowieckie;żuromiński;Lutocin;
09-320;mazowieckie;żuromiński;Bieżuń;
09-321;mazowieckie;żuromiński;Bieżuń;
09-400;mazowieckie;Płock;Płock;
09-401;mazowieckie;Płock;Płock;
09-402;mazowieckie;Płock;Płock;
09-407;mazowieckie;Płock;Płock;
09-408;mazowieckie;Płock;Płock;
09-409;mazowieckie;Płock;Płock;
09-410;mazowieckie;Płock;Płock;
09-411;mazowieckie;płocki;Stara Biała;
09-412;mazowieckie;płocki;Stara Biała;
09-413;mazowieckie;płocki;Brudzeń Duży;
09-414;mazowieckie;płocki;Brudzeń Duży;
09-440;mazowieckie;płocki;Staroźreby;
09-442;mazowieckie;płocki;Radzanowo;
09-450;mazowieckie;płocki;Wyszogród;
09-451;mazowieckie;płocki;Radzanowo;
09-452;mazowieckie;płocki;Bulkowo;
09-454;mazowieckie;płocki;Bulkowo;
09-460;mazowieckie;płocki;Mała Wieś;
09-470;mazowieckie;płocki;Bodzanów;
09-471;mazowieckie;płocki;Bodzanów;
09-472;mazowieckie;płocki;Słupno;
09-500;mazowieckie;gostyniński;Gostynin;
09-504;mazowieckie;gostyniński;Gostynin;
09-505;mazowieckie;płocki;Nowy Duninów;
09-506;mazowieckie;płocki;Nowy Duninów;
09-520;mazowieckie;płocki;Łąck;
09-522;mazowieckie;płocki;Gąbin;
09-530;mazowieckie;płocki;Gąbin;
09-533;mazowieckie;płocki;Słubice;
09-540;mazowieckie;gostyniński;Sanniki;
09-541;mazowieckie;gostyniński;Pacyna;
09-550;mazowieckie;gostyniński;Szczawin Kościelny;
10-001;warmińsko-mazurskie;Olsztyn;Olsztyn;całe miasto jako 1 kształt
10-370;warmińsko-mazurskie;olsztyński;Dywity;
10-371;warmińsko-mazurskie;olsztyński;Dywity;
10-373;warmińsko-mazurskie;olsztyński;Dywity;
10-374;warmińsko-mazurskie;olsztyński;Dywity;
10-376;warmińsko-mazurskie;olsztyński;Barczewo;
10-381;warmińsko-mazurskie;olsztyński;Dywity;
10-687;warmińsko-mazurskie;olsztyński;Purda;
11-001;warmińsko-mazurskie;olsztyński;Dywity;
11-008;warmińsko-mazurskie;olsztyński;Świątki;
11-010;warmińsko-mazurskie;olsztyński;Barczewo;
11-015;warmińsko-mazurskie;olsztyński;Olsztynek;
11-030;warmińsko-mazurskie;olsztyński;Purda;
11-034;warmińsko-mazurskie;olsztyński;Stawiguda;
11-036;warmińsko-mazurskie;olsztyński;Gietrzwałd;
11-040;warmińsko-mazurskie;olsztyński;Dobre Miasto;
11-042;warmińsko-mazurskie;olsztyński;Jonkowo;
11-100;warmińsko-mazurskie;lidzbarski;Lidzbark Warmiński;
11-106;warmińsko-mazurskie;lidzbarski;Kiwity;
11-130;warmińsko-mazurskie;lidzbarski;Orneta;
11-135;warmińsko-mazurskie;lidzbarski;Lubomino;
11-200;warmińsko-mazurskie;bartoszycki;Bartoszyce;
11-210;warmińsko-mazurskie;bartoszycki;Sępopol;
11-214;warmińsko-mazurskie;bartoszycki;Bartoszyce;
11-220;warmińsko-mazurskie;bartoszycki;Górowo Iławeckie;
11-230;warmińsko-mazurskie;bartoszycki;Bisztynek;
11-300;warmińsko-mazurskie;olsztyński;Biskupiec;
11-311;warmińsko-mazurskie;olsztyński;Kolno;
11-320;warmińsko-mazurskie;olsztyński;Jeziorany;
11-400;warmińsko-mazurskie;kętrzyński;Kętrzyn;
11-410;warmińsko-mazurskie;kętrzyński;Barciany;
11-420;warmińsko-mazurskie;kętrzyński;Srokowo;
11-430;warmińsko-mazurskie;kętrzyński;Korsze;
11-440;warmińsko-mazurskie;kętrzyński;Reszel;
11-500;warmińsko-mazurskie;giżycki;Giżycko;
11-510;warmińsko-mazurskie;giżycki;Wydminy;
11-513;warmińsko-mazurskie;giżycki;Miłki;
11-520;warmińsko-mazurskie;giżycki;Ryn;
11-600;warmińsko-mazurskie;węgorzewski;Węgorzewo;
11-606;warmińsko-mazurskie;węgorzewski;Budry;
11-610;warmińsko-mazurskie;węgorzewski;Pozezdrze;
11-612;warmińsko-mazurskie;giżycki;Kruklanki;
11-700;warmińsko-mazurskie;mrągowski;Mrągowo;
11-710;warmińsko-mazurskie;mrągowski;Piecki;
11-730;warmińsko-mazurskie;mrągowski;Mikołajki;
11-731;warmińsko-mazurskie;mrągowski;Sorkwity;
12-100;warmińsko-mazurskie;szczycieński;Szczytno;
12-114;warmińsko-mazurskie;szczycieński;Rozogi;
12-120;warmińsko-mazurskie;szczycieński;Dźwierzuty;
12-122;warmińsko-mazurskie;szczycieński;Jedwabno;
12-130;warmińsko-mazurskie;szczycieński;Pasym;
12-140;warmińsko-mazurskie;szczycieński;Świętajno;
12-150;warmińsko-mazurskie;szczycieński;Świętajno;
12-160;warmińsko-mazurskie;szczycieński;Wielbark;
12-200;warmińsko-mazurskie;piski;Pisz;
12-220;warmińsko-mazurskie;piski;Ruciane-Nida;
12-230;warmińsko-mazurskie;piski;Biała Piska;
12-250;warmińsko-mazurskie;piski;Orzysz;
13-100;warmińsko-mazurskie;nidzicki;Nidzica;
13-111;warmińsko-mazurskie;nidzicki;Janowiec Kościelny;
13-113;warmińsko-mazurskie;nidzicki;Janowo;
13-124;warmińsko-mazurskie;nidzicki;Kozłowo;
13-200;warmińsko-mazurskie;działdowski;Działdowo;
13-203;warmińsko-mazurskie;działdowski;Lidzbark;
13-206;warmińsko-mazurskie;działdowski;Płośnica;
13-220;warmińsko-mazurskie;działdowski;Rybno;
13-230;warmińsko-mazurskie;działdowski;Lidzbark;
13-240;warmińsko-mazurskie;działdowski;Iłowo-Osada;
13-300;warmińsko-mazurskie;nowomiejski;Nowe Miasto Lubawskie;
13-304;warmińsko-mazurskie;nowomiejski;Nowe Miasto Lubawskie;
13-306;warmińsko-mazurskie;nowomiejski;Kurzętnik;
13-324;warmińsko-mazurskie;nowomiejski;Grodziczno;
13-330;warmińsko-mazurskie;nowomiejski;Biskupiec;
13-332;warmińsko-mazurskie;nowomiejski;Nowe Miasto Lubawskie;
13-334;warmińsko-mazurskie;nowomiejski;Biskupiec;
13-340;warmińsko-mazurskie;nowomiejski;Biskupiec;
14-100;warmińsko-mazurskie;ostródzki;Ostróda;
14-105;warmińsko-mazurskie;ostródzki;Łukta;
14-106;warmińsko-mazurskie;ostródzki;Ostróda;
14-107;warmińsko-mazurskie;ostródzki;Grunwald;
14-120;warmińsko-mazurskie;ostródzki;Dąbrówno;
14-133;warmińsko-mazurskie;ostródzki;Ostróda;
14-140;warmińsko-mazurskie;ostródzki;Miłomłyn;
14-200;warmińsko-mazurskie;iławski;Iława;
14-202;warmińsko-mazurskie;iławski;Iława;
14-204;warmińsko-mazurskie;iławski;Iława;
14-220;warmińsko-mazurskie;iławski;Kisielice;
14-229;warmińsko-mazurskie;iławski;Lubawa;
14-230;warmińsko-mazurskie;iławski;Zalewo;
14-240;warmińsko-mazurskie;iławski;Susz;
14-241;warmińsko-mazurskie;iławski;Iława;
14-260;warmińsko-mazurskie;iławski;Lubawa;
14-300;warmińsko-mazurskie;ostródzki;Morąg;
14-310;warmińsko-mazurskie;ostródzki;Miłakowo;
14-330;warmińsko-mazurskie;ostródzki;Małdyty;
14-400;warmińsko-mazurskie;elbląski;Pasłęk;
14-405;warmińsko-mazurskie;braniewski;Wilczęta;
14-407;warmińsko-mazurskie;elbląski;Godkowo;
14-411;warmińsko-mazurskie;elbląski;Rychliki;
14-420;warmińsko-mazurskie;elbląski;Młynary;
14-500;warmińsko-mazurskie;braniewski;Braniewo;
14-520;warmińsko-mazurskie;braniewski;Pieniężno;
14-521;warmińsko-mazurskie;braniewski;Lelkowo;
14-526;warmińsko-mazurskie;braniewski;Płoskinia;
14-530;warmińsko-mazurskie;braniewski;Frombork;
15-001;podlaskie;Białystok;Białystok;całe miasto jako 1 kształt
15-378;podlaskie;białostocki;Juchnowiec Kościelny;
15-509;podlaskie;białostocki;Supraśl;
15-511;podlaskie;białostocki;Supraśl;
15-523;podlaskie;białostocki;Supraśl;
15-528;podlaskie;białostocki;Supraśl;
15-592;podlaskie;białostocki;Zabłudów;
15-593;podlaskie;białostocki;Zabłudów;
15-603;podlaskie;białostocki;Juchnowiec Kościelny;
15-604;podlaskie;białostocki;Juchnowiec Kościelny;
15-605;podlaskie;białostocki;Juchnowiec Kościelny;
15-606;podlaskie;białostocki;Zabłudów;
15-608;podlaskie;białostocki;Zabłudów;
15-616;podlaskie;białostocki;Choroszcz;
15-623;podlaskie;białostocki;Choroszcz;
15-635;podlaskie;białostocki;Choroszcz;
15-694;podlaskie;białostocki;Dobrzyniewo Duże;
16-001;podlaskie;białostocki;Juchnowiec Kościelny;
16-002;podlaskie;białostocki;Dobrzyniewo Duże;
16-005;podlaskie;białostocki;Juchnowiec Kościelny;
16-010;podlaskie;białostocki;Wasilków;
16-020;podlaskie;białostocki;Czarna Białostocka;
16-030;podlaskie;białostocki;Supraśl;
16-040;podlaskie;białostocki;Gródek;
16-050;podlaskie;białostocki;Michałowo;
16-060;podlaskie;białostocki;Zabłudów;
16-061;podlaskie;białostocki;Juchnowiec Kościelny;
16-070;podlaskie;białostocki;Choroszcz;
16-075;podlaskie;białostocki;Zawady;
16-080;podlaskie;białostocki;Tykocin;
16-100;podlaskie;sokólski;Sokółka;
16-113;podlaskie;sokólski;Szudziałowo;
16-120;podlaskie;sokólski;Krynki;
16-123;podlaskie;sokólski;Kuźnica;
16-124;podlaskie;sokólski;Sidra;
16-130;podlaskie;sokólski;Janów;
16-140;podlaskie;sokólski;Korycin;
16-150;podlaskie;sokólski;Suchowola;
16-200;podlaskie;sokólski;Dąbrowa Białostocka;
16-205;podlaskie;sokólski;Nowy Dwór;
16-300;podlaskie;augustowski;Augustów;
16-304;podlaskie;augustowski;Nowinka;
16-310;podlaskie;augustowski;Sztabin;
16-315;podlaskie;augustowski;Lipsk;
16-316;podlaskie;augustowski;Lipsk;
16-320;podlaskie;augustowski;Bargłów Kościelny;
16-326;podlaskie;augustowski;Płaska;
16-402;podlaskie;Suwałki;Suwałki;
16-404;podlaskie;suwalski;Jeleniewo;
16-405;podlaskie;suwalski;Wiżajny;
16-406;podlaskie;suwalski;Rutka-Tartak;
16-407;podlaskie;suwalski;Wiżajny;
16-411;podlaskie;suwalski;Szypliszki;
16-412;podlaskie;suwalski;Suwałki;
16-413;podlaskie;suwalski;Suwałki;
16-420;podlaskie;suwalski;Raczki;
16-423;podlaskie;suwalski;Bakałarzewo;
16-424;podlaskie;suwalski;Filipów;
16-427;podlaskie;suwalski;Przerośl;
16-500;podlaskie;sejneński;Sejny;
16-503;podlaskie;sejneński;Krasnopol;
16-506;podlaskie;sejneński;Giby;
16-515;podlaskie;sejneński;Puńsk;
17-100;podlaskie;bielski;Bielsk Podlaski;
17-106;podlaskie;bielski;Orla;
17-111;podlaskie;bielski;Boćki;
17-120;podlaskie;bielski;Brańsk;
17-123;podlaskie;bielski;Rudka;
17-132;podlaskie;bielski;Wyszki;
17-200;podlaskie;hajnowski;Hajnówka;
17-204;podlaskie;hajnowski;Dubicze Cerkiewne;
17-207;podlaskie;hajnowski;Czyże;
17-210;podlaskie;hajnowski;Narew;
17-220;podlaskie;hajnowski;Narewka;
17-230;podlaskie;hajnowski;Białowieża;
17-240;podlaskie;hajnowski;Czeremcha;
17-250;podlaskie;hajnowski;Kleszczele;
17-300;podlaskie;siemiatycki;Siemiatycze;
17-306;podlaskie;siemiatycki;Dziadkowice;
17-307;podlaskie;siemiatycki;Mielnik;
17-312;podlaskie;siemiatycki;Drohiczyn;
17-315;podlaskie;siemiatycki;Grodzisk;
17-322;podlaskie;siemiatycki;Perlejewo;
17-330;podlaskie;siemiatycki;Nurzec-Stacja;
17-332;podlaskie;siemiatycki;Milejczyce;
18-100;podlaskie;białostocki;Łapy;
18-105;podlaskie;białostocki;Suraż;
18-106;podlaskie;białostocki;Turośń Kościelna;
18-112;podlaskie;białostocki;Poświętne;
18-200;podlaskie;wysokomazowiecki;Wysokie Mazowieckie;
18-204;podlaskie;wysokomazowiecki;Kobylin-Borzymy;
18-208;podlaskie;wysokomazowiecki;Kulesze Kościelne;
18-210;podlaskie;wysokomazowiecki;Szepietowo;
18-212;podlaskie;wysokomazowiecki;Nowe Piekuty;
18-214;podlaskie;wysokomazowiecki;Klukowo;
